course_id,teacher_id,question_no,academic_degree,seniority,sex
ECB3SE12EC-Z17,50743,908,dr,6,male
ECB3SE12EC-Z17,50743,909,dr,6,male
ECB3SE13EC-Z17,36233,901,dr,10,male
ECB3SE13EC-Z17,36233,902,dr,10,male
ECB3SE13EC-Z17,36233,905,dr,10,male
ECB3SE13EC-Z17,36233,906,dr,10,male
ECB3SE13EC-Z17,36233,908,dr,10,male
ECB3SE13EC-Z17,36233,909,dr,10,male
ECB3SE14EC-Z17,50743,902,dr,6,male
ECB3SE14EC-Z17,50743,903,dr,6,male
ECB3SE14EC-Z17,50743,904,dr,6,male
ECB3SE14EC-Z17,50743,907,dr,6,male
ECB3SE14EC-Z17,50743,908,dr,6,male
ECB3SE14EC-Z17,50743,909,dr,6,male
ECB3SP01EC-Z19,37297,901,dr,9,female
ECB3SP01EC-Z19,37297,902,dr,9,female
ECB3SP01EC-Z19,37297,903,dr,9,female
ECB3SP01EC-Z19,37297,904,dr,9,female
ECB3SP01EC-Z19,37297,905,dr,9,female
ECB3SP01EC-Z19,37297,906,dr,9,female
ECB3SP01EC-Z20,38335,901,dr,9,female
ECB3SP01EC-Z20,38335,902,dr,9,female
ECB3SP01EC-Z20,38335,903,dr,9,female
ECB3SP01EC-Z20,38335,904,dr,9,female
ECB3SP01EC-Z20,38335,905,dr,9,female
ECB3SP01EC-Z20,38335,906,dr,9,female
ECB3SP01EC-Z20,38335,907,dr,9,female
ECB3SP01EC-Z20,38335,908,dr,9,female
ECB3SP02EC-Z19,38375,901,prof,8,male
ECB3SP02EC-Z19,38375,902,prof,8,male
ECB3SP02EC-Z19,38375,903,prof,8,male
ECB3SP02EC-Z19,38375,904,prof,8,male
ECB3SP02EC-Z19,38375,905,prof,8,male
ECB3SP02EC-Z19,38375,907,prof,8,male
ECB3SP02EC-Z19,38375,908,prof,8,male
ECB3SP02EC-Z19,38375,909,prof,8,male
ECB3SP12EC-Z17,98652,901,dr,1,male
ECB3SP12EC-Z17,98652,903,dr,1,male
ECB3SP12EC-Z17,98652,904,dr,1,male
ECB3SP12EC-Z17,98652,907,dr,1,male
ECB3SP12EC-Z17,98652,908,dr,1,male
ECB3SP12EC-Z17,98652,909,dr,1,male
ECB3SP13EC-Z17,98652,901,dr,1,male
ECB3SP13EC-Z17,98652,902,dr,1,male
ECB3SP13EC-Z17,98652,903,dr,1,male
ECB3SP13EC-Z17,98652,904,dr,1,male
ECB3SP13EC-Z17,98652,905,dr,1,male
ECB3SP13EC-Z17,98652,906,dr,1,male
ECB3SP13EC-Z17,98652,907,dr,1,male
ECB3SP13EC-Z17,98652,908,dr,1,male
ECB3SP14MN-Z17,38335,901,dr,9,female
ECB3SP14MN-Z17,38335,902,dr,9,female
ECB3SP14MN-Z17,38335,903,dr,9,female
ECB3SP14MN-Z17,38335,904,dr,9,female
ECB3SP14MN-Z17,38335,905,dr,9,female
ECB3SP14MN-Z17,38335,906,dr,9,female
ECB3SP14MN-Z17,38335,908,dr,9,female
ECB3SP16EC-Z17,40903,902,dr,7,male
ECB3SP16EC-Z17,40903,903,dr,7,male
ECB3SP16EC-Z17,40903,905,dr,7,male
ECB3SP16EC-Z17,40903,906,dr,7,male
ECB3SP16EC-Z17,40903,907,dr,7,male
ECB3SP16EC-Z17,40903,908,dr,7,male
ECB3SP16EC-Z17,40903,909,dr,7,male
ECB3SP18EC-Z17,3684,902,dr,11,male
ECB3SP18EC-Z17,3684,903,dr,11,male
ECB3SP18EC-Z17,3684,904,dr,11,male
ECB3SP18EC-Z17,3684,906,dr,11,male
ECB3SP18EC-Z17,3684,907,dr,11,male
ECB3SP18EC-Z17,3684,908,dr,11,male
ECB3SP19EC-Z17,37026,901,dr,10,male
ECB3SP19EC-Z17,37026,902,dr,10,male
ECB3SP19EC-Z17,37026,903,dr,10,male
ECB3SP19EC-Z17,37026,904,dr,10,male
ECB3SP19EC-Z17,37026,907,dr,10,male
ECB3SP19EC-Z17,37026,909,dr,10,male
ECB3SP20EC-Z17,3684,901,dr,11,male
ECB3SP20EC-Z17,3684,904,dr,11,male
ECB3SP20EC-Z17,3684,906,dr,11,male
ECB3SP20EC-Z17,3684,907,dr,11,male
ECB3SP20EC-Z17,3684,908,dr,11,male
ECB3SP20EC-Z17,3684,909,dr,11,male
ECB5NP01-PDW,50769,901,dr,6,male
ECB5NP01-PDW,50769,903,dr,6,male
ECB5NP01-PDW,50769,904,dr,6,male
ECB5NP01-PDW,50769,905,dr,6,male
ECB5NP01-PDW,50769,906,dr,6,male
ECB5NP01-PDW,50769,908,dr,6,male
ECB5NP01-PDW,50769,909,dr,6,male
ECB5NP02EC-Z20-w,3485,902,dr,11,female
ECB5NP02EC-Z20-w,3485,903,dr,11,female
ECB5NP02EC-Z20-w,3485,904,dr,11,female
ECB5NP02EC-Z20-w,3485,905,dr,11,female
ECB5NP02EC-Z20-w,3485,906,dr,11,female
ECB5NP02EC-Z20-w,3485,908,dr,11,female
ECB5NP02EC-Z20-w,3485,909,dr,11,female
ECB5NP11EC-Z17,38588,901,dr,8,male
ECB5NP11EC-Z17,38588,902,dr,8,male
ECB5NP11EC-Z17,38588,903,dr,8,male
ECB5NP11EC-Z17,38588,904,dr,8,male
ECB5NP11EC-Z17,38588,905,dr,8,male
ECB5NP11EC-Z17,38588,907,dr,8,male
ECB5NP11EC-Z17,38588,908,dr,8,male
ECB5NP11EC-Z17,38588,909,dr,8,male
ECB5NP11EC-Z17,38606,901,ma,8,male
ECB5NP11EC-Z17,38606,902,ma,8,male
ECB5NP11EC-Z17,38606,903,ma,8,male
ECB5NP11EC-Z17,38606,904,ma,8,male
ECB5NP11EC-Z17,38606,905,ma,8,male
ECB5NP11EC-Z17,38606,906,ma,8,male
ECB5NP11EC-Z17,38606,907,ma,8,male
ECB5NP11EC-Z17,38606,908,ma,8,male
ECB5NP12EC-Z17,50769,901,dr,6,male
ECB5NP12EC-Z17,50769,902,dr,6,male
ECB5NP12EC-Z17,50769,903,dr,6,male
ECB5NP12EC-Z17,50769,905,dr,6,male
ECB5NP12EC-Z17,50769,906,dr,6,male
ECB5NP12EC-Z17,50769,908,dr,6,male
ECB5NP12EC-Z17,50769,909,dr,6,male
ECB5NP13FA-Z17,38379,901,dr,8,female
ECB5NP13FA-Z17,38379,902,dr,8,female
ECB5NP13FA-Z17,38379,903,dr,8,female
ECB5NP13FA-Z17,38379,904,dr,8,female
ECB5NP13FA-Z17,38379,905,dr,8,female
ECB5NP13FA-Z17,38379,906,dr,8,female
ECB5NP13FA-Z17,38379,907,dr,8,female
ECB5NP13FA-Z17,38379,908,dr,8,female
ECB5NP13FA-Z17,38379,909,dr,8,female
ECB5NP14EC-Z17,38635,901,dr,8,male
ECB5NP14EC-Z17,38635,902,dr,8,male
ECB5NP14EC-Z17,38635,903,dr,8,male
ECB5NP14EC-Z17,38635,904,dr,8,male
ECB5NP14EC-Z17,38635,905,dr,8,male
ECB5NP14EC-Z17,38635,908,dr,8,male
ECB5NP14EC-Z17,38635,909,dr,8,male
ECB5NP17EC-Z17,40935,901,dr,7,female
ECB5NP17EC-Z17,40935,902,dr,7,female
ECB5NP17EC-Z17,40935,903,dr,7,female
ECB5NP17EC-Z17,40935,904,dr,7,female
ECB5NP17EC-Z17,40935,905,dr,7,female
ECB5NP17EC-Z17,40935,906,dr,7,female
ECB5NP17EC-Z17,40935,907,dr,7,female
ECB5NP17EC-Z17,40935,908,dr,7,female
ECB5NP17EC-Z17,40935,909,dr,7,female
ECB5SE01-PDW,50790,901,dr,5,female
ECB5SE01-PDW,50790,902,dr,5,female
ECB5SE01-PDW,50790,904,dr,5,female
ECB5SE01-PDW,50790,905,dr,5,female
ECB5SE01-PDW,50790,907,dr,5,female
ECB5SE01-PDW,50790,909,dr,5,female
ECB5SE02EC-Z19,40651,901,dr,8,male
ECB5SE02EC-Z19,40651,902,dr,8,male
ECB5SE02EC-Z19,40651,903,dr,8,male
ECB5SE02EC-Z19,40651,905,dr,8,male
ECB5SE02EC-Z19,40651,906,dr,8,male
ECB5SE02EC-Z19,40651,907,dr,8,male
ECB5SE02EC-Z19,40651,908,dr,8,male
ECB5SE02EC-Z19,40651,909,dr,8,male
ECB5SE02EC-Z20-w,43907,901,dr,6,female
ECB5SE02EC-Z20-w,43907,902,dr,6,female
ECB5SE02EC-Z20-w,43907,903,dr,6,female
ECB5SE02EC-Z20-w,43907,904,dr,6,female
ECB5SE02EC-Z20-w,43907,905,dr,6,female
ECB5SE02EC-Z20-w,43907,906,dr,6,female
ECB5SE02EC-Z20-w,43907,907,dr,6,female
ECB5SE03EC-Z20,3541,903,dr,11,male
ECB5SE03EC-Z20,3541,905,dr,11,male
ECB5SE03EC-Z20,3541,906,dr,11,male
ECB5SE03EC-Z20,3541,908,dr,11,male
ECB5SE03EC-Z20,3541,909,dr,11,male
ECB5SE04EC-Z20,3541,901,dr,11,male
ECB5SE04EC-Z20,3541,903,dr,11,male
ECB5SE04EC-Z20,3541,904,dr,11,male
ECB5SE04EC-Z20,3541,905,dr,11,male
ECB5SE04EC-Z20,3541,907,dr,11,male
ECB5SE04EC-Z20,3541,908,dr,11,male
ECB5SE04EC-Z20,3541,909,dr,11,male
ECB5SE13EC-Z17,38588,901,dr,8,male
ECB5SE13EC-Z17,38588,904,dr,8,male
ECB5SE13EC-Z17,38588,905,dr,8,male
ECB5SE13EC-Z17,38588,906,dr,8,male
ECB5SE13EC-Z17,38588,907,dr,8,male
ECB5SE13EC-Z17,38588,909,dr,8,male
ECB5SE13EC-Z17,38606,901,ma,8,male
ECB5SE13EC-Z17,38606,902,ma,8,male
ECB5SE13EC-Z17,38606,903,ma,8,male
ECB5SE13EC-Z17,38606,904,ma,8,male
ECB5SE13EC-Z17,38606,905,ma,8,male
ECB5SE13EC-Z17,38606,906,ma,8,male
ECB5SE13EC-Z17,38606,907,ma,8,male
ECB5SE13EC-Z17,38606,908,ma,8,male
ECB5SE17EC-Z17,38635,901,dr,8,male
ECB5SE17EC-Z17,38635,902,dr,8,male
ECB5SE17EC-Z17,38635,904,dr,8,male
ECB5SE17EC-Z17,38635,906,dr,8,male
ECB5SE17EC-Z17,38635,908,dr,8,male
ECB5SP01-PDW,50769,901,dr,6,male
ECB5SP01-PDW,50769,902,dr,6,male
ECB5SP01-PDW,50769,903,dr,6,male
ECB5SP01-PDW,50769,905,dr,6,male
ECB5SP01-PDW,50769,907,dr,6,male
ECB5SP01-PDW,50769,908,dr,6,male
ECB5SP01EC-Z20,38379,901,dr,8,female
ECB5SP01EC-Z20,38379,902,dr,8,female
ECB5SP01EC-Z20,38379,903,dr,8,female
ECB5SP01EC-Z20,38379,904,dr,8,female
ECB5SP01EC-Z20,38379,908,dr,8,female
ECB5SP01EC-Z20,38379,909,dr,8,female
ECB5SP03EC-Z20-w,3485,902,dr,11,female
ECB5SP03EC-Z20-w,3485,904,dr,11,female
ECB5SP03EC-Z20-w,3485,905,dr,11,female
ECB5SP03EC-Z20-w,3485,906,dr,11,female
ECB5SP03EC-Z20-w,3485,907,dr,11,female
ECB5SP04EC-Z20,3684,901,dr,11,male
ECB5SP04EC-Z20,3684,903,dr,11,male
ECB5SP04EC-Z20,3684,906,dr,11,male
ECB5SP04EC-Z20,3684,907,dr,11,male
ECB5SP04EC-Z20,3684,908,dr,11,male
ECB5SP04EC-Z20,3684,909,dr,11,male
ECB5SP05EC-Z20,3684,901,dr,11,male
ECB5SP05EC-Z20,3684,902,dr,11,male
ECB5SP05EC-Z20,3684,903,dr,11,male
ECB5SP05EC-Z20,3684,904,dr,11,male
ECB5SP05EC-Z20,3684,906,dr,11,male
ECB5SP05EC-Z20,3684,909,dr,11,male
ECB5SP11EC-Z17,38588,901,dr,8,male
ECB5SP11EC-Z17,38588,902,dr,8,male
ECB5SP11EC-Z17,38588,903,dr,8,male
ECB5SP11EC-Z17,38588,904,dr,8,male
ECB5SP11EC-Z17,38588,905,dr,8,male
ECB5SP11EC-Z17,38588,906,dr,8,male
ECB5SP11EC-Z17,38588,907,dr,8,male
ECB5SP11EC-Z17,38588,908,dr,8,male
ECB5SP11EC-Z17,38588,909,dr,8,male
ECB5SP11EC-Z17,38606,901,ma,8,male
ECB5SP11EC-Z17,38606,902,ma,8,male
ECB5SP11EC-Z17,38606,904,ma,8,male
ECB5SP11EC-Z17,38606,906,ma,8,male
ECB5SP11EC-Z17,38606,907,ma,8,male
ECB5SP11EC-Z17,38606,908,ma,8,male
ECB5SP14EC-Z17,38635,901,dr,8,male
ECB5SP14EC-Z17,38635,902,dr,8,male
ECB5SP14EC-Z17,38635,903,dr,8,male
ECB5SP14EC-Z17,38635,905,dr,8,male
ECB5SP14EC-Z17,38635,906,dr,8,male
ECB5SP14EC-Z17,38635,907,dr,8,male
ECB5SP14EC-Z17,38635,908,dr,8,male
ECB5SP14EC-Z17,38635,909,dr,8,male
FAB1NP-SJO-A,3503,901,ma,11,female
FAB1NP-SJO-A,3503,902,ma,11,female
FAB1NP-SJO-A,3503,903,ma,11,female
FAB1NP-SJO-A,3503,904,ma,11,female
FAB1NP-SJO-A,3503,905,ma,11,female
FAB1NP-SJO-A,3503,906,ma,11,female
FAB1NP-SJO-A,3503,907,ma,11,female
FAB1NP-SJO-A,3503,908,ma,11,female
FAB1NP-SJO-A,3503,909,ma,11,female
FAB1NP-SJO-A,3614,901,ma,11,male
FAB1NP-SJO-A,3614,902,ma,11,male
FAB1NP-SJO-A,3614,903,ma,11,male
FAB1NP-SJO-A,3614,904,ma,11,male
FAB1NP-SJO-A,3614,905,ma,11,male
FAB1NP-SJO-A,3614,906,ma,11,male
FAB1NP-SJO-A,3614,907,ma,11,male
FAB1NP-SJO-A,3614,908,ma,11,male
FAB1NP-SJO-A,3614,909,ma,11,male
FAB1NP-SJO-A,37035,901,ma,10,male
FAB1NP-SJO-A,37035,903,ma,10,male
FAB1NP-SJO-A,37035,904,ma,10,male
FAB1NP-SJO-A,37035,905,ma,10,male
FAB1NP-SJO-A,37035,906,ma,10,male
FAB1NP-SJO-A,37035,907,ma,10,male
FAB1NP-SJO-A,37035,909,ma,10,male
FAB1NP-SJO-A,50775,902,ma,6,female
FAB1NP-SJO-A,50775,903,ma,6,female
FAB1NP-SJO-A,50775,904,ma,6,female
FAB1NP-SJO-A,50775,907,ma,6,female
FAB1NP-SJO-A,50775,909,ma,6,female
FAB1NP000/ep,59056,901,dr,3,male
FAB1NP000/ep,59056,902,dr,3,male
FAB1NP000/ep,59056,903,dr,3,male
FAB1NP000/ep,59056,906,dr,3,male
FAB1NP000/ep,59056,907,dr,3,male
FAB1NP000/ep,59056,908,dr,3,male
FAB1NP001/ep,37297,901,dr,9,female
FAB1NP001/ep,37297,902,dr,9,female
FAB1NP001/ep,37297,903,dr,9,female
FAB1NP001/ep,37297,905,dr,9,female
FAB1NP001/ep,37297,906,dr,9,female
FAB1NP001/ep,37297,907,dr,9,female
FAB1NP001/ep,37297,908,dr,9,female
FAB1NP002/ep,40937,901,ma,7,female
FAB1NP002/ep,40937,902,ma,7,female
FAB1NP002/ep,40937,903,ma,7,female
FAB1NP002/ep,40937,904,ma,7,female
FAB1NP002/ep,40937,906,ma,7,female
FAB1NP002/ep,40937,907,ma,7,female
FAB1NP002/ep,40937,908,ma,7,female
FAB1NP002/ep,40937,909,ma,7,female
FAB1NP003/ep,3684,901,dr,11,male
FAB1NP003/ep,3684,902,dr,11,male
FAB1NP003/ep,3684,904,dr,11,male
FAB1NP003/ep,3684,905,dr,11,male
FAB1NP003/ep,3684,906,dr,11,male
FAB1NP003/ep,3684,907,dr,11,male
FAB1NP003/ep,3684,909,dr,11,male
FAB1NP004/ep,3487,901,dr,11,male
FAB1NP004/ep,3487,902,dr,11,male
FAB1NP004/ep,3487,903,dr,11,male
FAB1NP004/ep,3487,905,dr,11,male
FAB1NP004/ep,3487,906,dr,11,male
FAB1NP004/ep,3487,907,dr,11,male
FAB1NP004/ep,3487,908,dr,11,male
FAB1NP01FA-Z20-w,59056,902,dr,3,male
FAB1NP01FA-Z20-w,59056,903,dr,3,male
FAB1NP01FA-Z20-w,59056,904,dr,3,male
FAB1NP01FA-Z20-w,59056,905,dr,3,male
FAB1NP01FA-Z20-w,59056,906,dr,3,male
FAB1NP01FA-Z20-w,59056,907,dr,3,male
FAB1NP01FA-Z20-w,59056,908,dr,3,male
FAB1NP01FA-Z20-w,59056,909,dr,3,male
FAB1NP02FA-Z20-w,38588,901,dr,8,male
FAB1NP02FA-Z20-w,38588,903,dr,8,male
FAB1NP02FA-Z20-w,38588,904,dr,8,male
FAB1NP02FA-Z20-w,38588,905,dr,8,male
FAB1NP02FA-Z20-w,38588,908,dr,8,male
FAB1NP02FA-Z20-w,38588,909,dr,8,male
FAB1NP03EC-Z20-w,3577,901,dr,11,male
FAB1NP03EC-Z20-w,3577,902,dr,11,male
FAB1NP03EC-Z20-w,3577,903,dr,11,male
FAB1NP03EC-Z20-w,3577,904,dr,11,male
FAB1NP03EC-Z20-w,3577,905,dr,11,male
FAB1NP03EC-Z20-w,3577,906,dr,11,male
FAB1NP03EC-Z20-w,3577,908,dr,11,male
FAB1NP03EC-Z20-w,3577,909,dr,11,male
FAB1NP03EC-Z20-w,104362,902,dr,1,female
FAB1NP03EC-Z20-w,104362,903,dr,1,female
FAB1NP03EC-Z20-w,104362,904,dr,1,female
FAB1NP03EC-Z20-w,104362,905,dr,1,female
FAB1NP03EC-Z20-w,104362,906,dr,1,female
FAB1NP03EC-Z20-w,104362,909,dr,1,female
FAB1NP04FA-Z20-w,51355,901,dr,5,female
FAB1NP04FA-Z20-w,51355,902,dr,5,female
FAB1NP04FA-Z20-w,51355,903,dr,5,female
FAB1NP04FA-Z20-w,51355,904,dr,5,female
FAB1NP04FA-Z20-w,51355,905,dr,5,female
FAB1NP04FA-Z20-w,51355,906,dr,5,female
FAB1NP04FA-Z20-w,51355,907,dr,5,female
FAB1NP04FA-Z20-w,51355,909,dr,5,female
FAB1NP05MN-Z20-w,54597,901,dr,4,female
FAB1NP05MN-Z20-w,54597,902,dr,4,female
FAB1NP05MN-Z20-w,54597,909,dr,4,female
FAB1SE-SJO-P,8416,901,no_dgr,2,female
FAB1SE-SJO-P,8416,902,no_dgr,2,female
FAB1SE-SJO-P,8416,903,no_dgr,2,female
FAB1SE-SJO-P,8416,904,no_dgr,2,female
FAB1SE-SJO-P,8416,905,no_dgr,2,female
FAB1SE-SJO-P,8416,907,no_dgr,2,female
FAB1SE-SJO-P,8416,908,no_dgr,2,female
FAB1SE01FA-Z20-w,59056,902,dr,3,male
FAB1SE01FA-Z20-w,59056,903,dr,3,male
FAB1SE01FA-Z20-w,59056,904,dr,3,male
FAB1SE01FA-Z20-w,59056,906,dr,3,male
FAB1SE01FA-Z20-w,59056,907,dr,3,male
FAB1SE01FA-Z20-w,59056,908,dr,3,male
FAB1SE02FA-Z20-w,38606,903,ma,8,male
FAB1SE02FA-Z20-w,38606,905,ma,8,male
FAB1SE02FA-Z20-w,38606,907,ma,8,male
FAB1SE02FA-Z20-w,38606,908,ma,8,male
FAB1SE03FA-Z20-w,50743,901,dr,6,male
FAB1SE03FA-Z20-w,50743,902,dr,6,male
FAB1SE03FA-Z20-w,50743,904,dr,6,male
FAB1SE03FA-Z20-w,50743,905,dr,6,male
FAB1SE03FA-Z20-w,50743,906,dr,6,male
FAB1SE03FA-Z20-w,50743,909,dr,6,male
FAB1SE04FA-Z20-w,51355,902,dr,5,female
FAB1SE04FA-Z20-w,51355,903,dr,5,female
FAB1SE04FA-Z20-w,51355,904,dr,5,female
FAB1SE04FA-Z20-w,51355,905,dr,5,female
FAB1SE04FA-Z20-w,51355,906,dr,5,female
FAB1SE04FA-Z20-w,51355,907,dr,5,female
FAB1SE04FA-Z20-w,51355,908,dr,5,female
FAB1SE04FA-Z20-w,51355,909,dr,5,female
FAB1SE05FA-Z20-w,50733,901,ma,6,male
FAB1SE05FA-Z20-w,50733,902,ma,6,male
FAB1SE05FA-Z20-w,50733,903,ma,6,male
FAB1SE05FA-Z20-w,50733,904,ma,6,male
FAB1SE05FA-Z20-w,50733,906,ma,6,male
FAB1SE05FA-Z20-w,50733,907,ma,6,male
FAB1SE05FA-Z20-w,50733,909,ma,6,male
FAB1SP-SJO-A,37035,901,ma,10,male
FAB1SP-SJO-A,37035,902,ma,10,male
FAB1SP-SJO-A,37035,903,ma,10,male
FAB1SP-SJO-A,37035,906,ma,10,male
FAB1SP-SJO-A,37035,908,ma,10,male
FAB1SP-SJO-A,37035,909,ma,10,male
FAB1SP-SJO-A,43847,901,ma,6,female
FAB1SP-SJO-A,43847,902,ma,6,female
FAB1SP-SJO-A,43847,903,ma,6,female
FAB1SP-SJO-A,43847,904,ma,6,female
FAB1SP-SJO-A,43847,906,ma,6,female
FAB1SP-SJO-A,43847,907,ma,6,female
FAB1SP-SJO-A,43847,908,ma,6,female
FAB1SP-SJO-A,43847,909,ma,6,female
FAB1SP01FA-Z20-w,59056,901,dr,3,male
FAB1SP01FA-Z20-w,59056,905,dr,3,male
FAB1SP01FA-Z20-w,59056,906,dr,3,male
FAB1SP01FA-Z20-w,59056,907,dr,3,male
FAB1SP01FA-Z20-w,59056,908,dr,3,male
FAB1SP01FA-Z20-w,59056,909,dr,3,male
FAB1SP02FA-Z20-w,37297,902,dr,9,female
FAB1SP02FA-Z20-w,37297,903,dr,9,female
FAB1SP02FA-Z20-w,37297,904,dr,9,female
FAB1SP02FA-Z20-w,37297,906,dr,9,female
FAB1SP02FA-Z20-w,37297,907,dr,9,female
FAB1SP02FA-Z20-w,37297,908,dr,9,female
FAB1SP02FA-Z20-w,37297,909,dr,9,female
FAB1SP03FA-Z20-w,3577,901,dr,11,male
FAB1SP03FA-Z20-w,3577,903,dr,11,male
FAB1SP03FA-Z20-w,3577,904,dr,11,male
FAB1SP03FA-Z20-w,3577,905,dr,11,male
FAB1SP03FA-Z20-w,3577,906,dr,11,male
FAB1SP03FA-Z20-w,3577,907,dr,11,male
FAB1SP03FA-Z20-w,3577,909,dr,11,male
FAB1SP03FA-Z20-w,104362,903,dr,1,female
FAB1SP03FA-Z20-w,104362,904,dr,1,female
FAB1SP03FA-Z20-w,104362,906,dr,1,female
FAB1SP03FA-Z20-w,104362,908,dr,1,female
FAB1SP04FA-Z20-w,51355,902,dr,5,female
FAB1SP04FA-Z20-w,51355,903,dr,5,female
FAB1SP04FA-Z20-w,51355,904,dr,5,female
FAB1SP04FA-Z20-w,51355,905,dr,5,female
FAB1SP04FA-Z20-w,51355,907,dr,5,female
FAB1SP04FA-Z20-w,51355,908,dr,5,female
FAB1SP05FA-Z20-w,38238,901,prof,9,male
FAB1SP05FA-Z20-w,38238,902,prof,9,male
FAB1SP05FA-Z20-w,38238,903,prof,9,male
FAB1SP05FA-Z20-w,38238,904,prof,9,male
FAB1SP05FA-Z20-w,38238,905,prof,9,male
FAB1SP05FA-Z20-w,38238,906,prof,9,male
FAB1SP05FA-Z20-w,38238,907,prof,9,male
FAB1SP05FA-Z20-w,38238,908,prof,9,male
FAB1SP05FA-Z20-w,38238,909,prof,9,male
FAB3NP001/ep,3577,903,dr,11,male
FAB3NP001/ep,3577,904,dr,11,male
FAB3NP001/ep,3577,905,dr,11,male
FAB3NP001/ep,3577,907,dr,11,male
FAB3NP001/ep,3577,908,dr,11,male
FAB3NP001/ep,3577,909,dr,11,male
FAB3NP001/esp,38604,902,dr,8,female
FAB3NP001/esp,38604,904,dr,8,female
FAB3NP001/esp,38604,905,dr,8,female
FAB3NP001/esp,38604,907,dr,8,female
FAB3NP001/esp,38604,908,dr,8,female
FAB3NP002/ep,36233,901,dr,10,male
FAB3NP002/ep,36233,902,dr,10,male
FAB3NP002/esp,42354,902,dr,7,female
FAB3NP002/esp,42354,904,dr,7,female
FAB3NP002/esp,42354,905,dr,7,female
FAB3NP002/esp,42354,906,dr,7,female
FAB3NP002/esp,42354,907,dr,7,female
FAB3NP002/esp,42354,908,dr,7,female
FAB3NP003/ep,38335,901,dr,9,female
FAB3NP003/ep,38335,902,dr,9,female
FAB3NP003/ep,38335,903,dr,9,female
FAB3NP003/ep,38335,905,dr,9,female
FAB3NP003/ep,38335,906,dr,9,female
FAB3NP003/ep,38335,908,dr,9,female
FAB3NP005/ep,37297,901,dr,9,female
FAB3NP005/ep,37297,904,dr,9,female
FAB3NP005/ep,37297,905,dr,9,female
FAB3NP005/ep,37297,906,dr,9,female
FAB3NP006/ep,42354,901,dr,7,female
FAB3NP006/ep,42354,903,dr,7,female
FAB3NP006/ep,42354,904,dr,7,female
FAB3NP006/ep,42354,906,dr,7,female
FAB3NP006/ep,42354,907,dr,7,female
FAB3NP01FA-Z20-w,3577,903,dr,11,male
FAB3NP01FA-Z20-w,3577,905,dr,11,male
FAB3NP01FA-Z20-w,3577,906,dr,11,male
FAB3NP01FA-Z20-w,3577,908,dr,11,male
FAB3NP01FA-Z20-w,3577,909,dr,11,male
FAB3NP02FA-Z20,38588,901,dr,8,male
FAB3NP02FA-Z20,38588,902,dr,8,male
FAB3NP02FA-Z20,38588,903,dr,8,male
FAB3NP02FA-Z20,38588,904,dr,8,male
FAB3NP02FA-Z20,38588,905,dr,8,male
FAB3NP02FA-Z20,38588,907,dr,8,male
FAB3NP02FA-Z20,38588,908,dr,8,male
FAB3NP02FA-Z20,38588,909,dr,8,male
FAB3NP03FA-Z20-w,38335,901,dr,9,female
FAB3NP03FA-Z20-w,38335,902,dr,9,female
FAB3NP03FA-Z20-w,38335,903,dr,9,female
FAB3NP03FA-Z20-w,38335,904,dr,9,female
FAB3NP03FA-Z20-w,38335,906,dr,9,female
FAB3NP03FA-Z20-w,38588,901,dr,8,male
FAB3NP03FA-Z20-w,38588,902,dr,8,male
FAB3NP03FA-Z20-w,38588,903,dr,8,male
FAB3NP03FA-Z20-w,38588,907,dr,8,male
FAB3NP03FA-Z20-w,38588,908,dr,8,male
FAB3NP04FA-Z20,38621,901,dr,8,female
FAB3NP04FA-Z20,38621,902,dr,8,female
FAB3NP04FA-Z20,38621,903,dr,8,female
FAB3NP04FA-Z20,38621,904,dr,8,female
FAB3NP04FA-Z20,38621,905,dr,8,female
FAB3NP04FA-Z20,38621,906,dr,8,female
FAB3NP04FA-Z20,38621,907,dr,8,female
FAB3NP04FA-Z20,38621,908,dr,8,female
FAB3NP05FA-Z20,38588,901,dr,8,male
FAB3NP05FA-Z20,38588,902,dr,8,male
FAB3NP05FA-Z20,38588,903,dr,8,male
FAB3NP05FA-Z20,38588,905,dr,8,male
FAB3NP05FA-Z20,38588,907,dr,8,male
FAB3NP05FA-Z20,38588,908,dr,8,male
FAB3NP05FA-Z20,38588,909,dr,8,male
FAB3NP06FA-Z20,38347,901,dr,9,female
FAB3NP06FA-Z20,38347,902,dr,9,female
FAB3NP06FA-Z20,38347,903,dr,9,female
FAB3NP06FA-Z20,38347,905,dr,9,female
FAB3NP06FA-Z20,38347,907,dr,9,female
FAB3NP06FA-Z20,38347,908,dr,9,female
FAB3NP06FA-Z20,38347,909,dr,9,female
FAB3NP08FA-Z19,60788,901,ma,2,male
FAB3NP08FA-Z19,60788,902,ma,2,male
FAB3NP08FA-Z19,60788,903,ma,2,male
FAB3NP08FA-Z19,60788,905,ma,2,male
FAB3NP08FA-Z19,60788,906,ma,2,male
FAB3NP08FA-Z19,60788,908,ma,2,male
FAB3NP08FA-Z19,60788,909,ma,2,male
FAB3NP10FA-Z18,38606,901,ma,8,male
FAB3NP10FA-Z18,38606,903,ma,8,male
FAB3NP10FA-Z18,38606,909,ma,8,male
FAB3NP15FA-Z18,57131,902,dr,4,female
FAB3NP15FA-Z18,57131,903,dr,4,female
FAB3NP15FA-Z18,57131,904,dr,4,female
FAB3NP15FA-Z18,57131,905,dr,4,female
FAB3NP15FA-Z18,57131,906,dr,4,female
